time;ax;ay;az;aT
0,2170;0,0248;-0,2402;0,1451;0,282
0,5410;0,0334;0,3990;-0,5642;0,692
0,7030;0,4065;-0,2860;0,1876;0,531
0,8680;0,5157;-0,8621;0,5060;1,125
1,0230;-0,8820;0,6261;-0,3608;1,140
1,2180;-1,0299;0,7696;-0,3581;1,335
1,4100;-0,1417;-0,1711;-0,1141;0,250
1,7740;0,2528;0,2869;0,3371;0,510
1,9560;0,3832;-0,0994;-0,1218;0,414
2,1390;-0,1177;-0,0077;-0,1728;0,209
2,3200;-0,0055;0,1280;-0,1707;0,213
2,5030;-0,0166;0,0209;0,2436;0,245
2,6840;0,1158;0,0876;0,0464;0,152
2,8660;0,0101;-0,0117;-0,0345;0,038
3,0510;0,0783;-0,3254;-0,0667;0,341
3,2300;0,0775;-0,0988;0,2432;0,274
3,5960;-0,0180;0,0055;0,1465;0,148
3,7790;0,0362;0,0100;0,1210;0,127
3,9590;-0,0517;-0,2232;-0,1013;0,251
4,1400;-0,1262;-0,0726;-0,1164;0,186
4,3220;0,4005;0,1777;-0,1558;0,465
4,5040;-0,2287;-0,1010;0,2648;0,364
4,6870;0,1524;-0,1441;-0,1271;0,245
4,8680;0,3034;-0,1197;0,0659;0,333
5,0500;0,1207;-0,1236;0,1024;0,201
5,4150;0,1421;-0,1230;-0,2669;0,326
5,5960;0,0609;-0,0239;0,3091;0,316
5,7790;0,2366;0,1404;-0,1038;0,294
5,9600;0,2379;0,1074;-0,0947;0,278
6,1420;-0,2391;0,0167;-0,0315;0,242
6,3240;-0,1491;0,1087;-0,0674;0,196
6,5060;0,0205;-0,0667;0,1470;0,163
6,6930;0,1560;-0,0151;0,1139;0,194
6,8700;-0,0382;-0,0504;0,1374;0,151
7,2350;-0,0136;0,1913;0,0927;0,213
7,4160;0,5481;0,1606;-0,1393;0,588
7,5980;-0,2968;0,0760;0,0825;0,317
7,7820;-0,4678;-0,0207;0,0733;0,474
7,9620;-0,5076;-0,1713;-0,0389;0,537
8,1460;-0,2278;0,4474;-0,2430;0,558
8,3260;0,1919;-0,0279;0,4159;0,459
8,5150;0,4554;-0,1809;-0,0167;0,490
8,6900;-0,4887;-0,1814;-0,1579;0,545
9,0550;-0,0505;-0,2342;-0,3066;0,389
9,2360;-0,0877;0,4378;0,5959;0,745
9,4180;-0,3650;-0,1193;-0,3684;0,532
9,6000;-0,4476;-0,5803;-0,3296;0,804
9,7830;0,2564;0,1875;-0,0185;0,318
9,9650;-0,3464;-0,3350;-0,1906;0,518
10,1460;-0,2198;0,1198;0,0597;0,257
10,3280;0,7834;0,2976;0,3666;0,915
10,5110;0,4001;-0,1604;-0,3046;0,528
10,8750;0,2438;0,3958;-0,3052;0,556
11,0570;0,1283;0,3823;-0,0823;0,412
11,2380;0,7963;0,0277;0,7558;1,098
11,4220;0,1953;-0,0816;0,7558;0,785
11,6030;-0,3086;0,1457;-0,4226;0,543
11,7850;-0,1335;0,0440;0,2193;0,260
11,9680;-0,4844;-0,0288;0,2621;0,551
12,1480;-0,0108;-0,2867;-0,3041;0,418
12,3300;0,1920;-0,5534;0,0312;0,587
12,6950;-0,2731;-0,0611;0,1064;0,299
12,8760;0,2102;0,1717;0,1678;0,319
13,0590;0,0537;-0,0837;-0,0663;0,119
