time;ax;ay;az;aT
0,0780;0,5638;0,1026;0,6039;0,833
0,2710;-0,0975;-0,3033;0,0357;0,321
0,4680;-0,3919;-0,1549;-0,2016;0,467
0,6950;-0,2847;-0,3355;0,2462;0,504
1,0190;-0,0924;-0,2974;-0,5377;0,621
1,1800;-0,2380;0,5647;0,9576;1,137
1,2650;-0,9307;0,3504;0,9141;1,351
1,6470;0,0428;-0,2234;-0,4919;0,542
1,8280;0,0094;-0,4054;-0,0325;0,407
2,0110;0,8108;0,2801;0,4028;0,948
2,1910;0,2366;-0,1380;-0,4271;0,507
2,3730;-0,3117;0,1184;-0,1481;0,365
2,5550;-0,2551;0,2938;-0,1400;0,413
2,7370;-0,5579;-0,1808;0,1762;0,612
2,9200;0,1894;0,0569;-0,1587;0,254
3,1020;0,2742;-0,1226;-0,1060;0,319
3,4700;0,3213;-0,0480;-0,1096;0,343
3,6480;-0,0948;-0,0729;-0,1215;0,171
3,8290;0,3255;-0,2549;0,3067;0,515
4,0130;-0,3935;-0,0553;-0,3054;0,501
4,1930;0,3054;0,3417;0,1936;0,497
4,3770;-0,2757;0,2004;0,1648;0,379
4,5570;0,4762;-0,1400;-0,2043;0,537
4,7390;0,0229;0,0053;-0,0373;0,044
4,9210;0,0814;-0,4837;-0,0140;0,491
5,2900;0,5182;-0,1870;-0,0498;0,553
5,4670;-0,7671;0,1774;0,1090;0,795
5,6500;0,3901;-0,1940;0,5369;0,691
5,8320;0,1833;-0,2584;-0,5377;0,624
6,0130;-0,0892;0,0112;-0,3764;0,387
6,1960;0,1001;0,6282;-0,3545;0,728
6,3780;-0,2128;-0,2497;0,4950;0,594
6,5590;0,5220;-0,2169;-0,0697;0,570
6,7410;0,0330;0,3244;-0,0696;0,333
7,1050;0,3662;0,0069;-0,2581;0,448
7,2870;-0,1204;-0,3264;-0,3714;0,509
7,4700;-0,3642;-0,0490;0,3676;0,520
7,6520;0,9875;-0,1185;-0,4034;1,073
7,8330;0,7149;0,7072;-0,0026;1,006
8,0150;-0,0356;1,0808;-0,0424;1,082
8,1990;-2,0704;-1,6179;0,6087;2,697
8,3800;0,3214;0,0215;0,0952;0,336
8,5610;0,6983;-0,5951;-0,0712;0,920
8,9250;-0,9480;-0,0029;0,0746;0,951
9,1070;0,2658;0,2014;0,5219;0,619
9,2900;-0,2788;0,2101;-0,1045;0,364
9,4710;0,2352;0,2333;-0,0981;0,346
9,6530;0,3225;-0,4609;0,2476;0,615
9,8350;0,7705;-0,3917;0,1547;0,878
10,0190;0,2895;0,7589;-0,5740;0,995
