time;ax;ay;az;aT
0,1880;-0,0083;0,1962;0,1650;0,256
0,3490;0,2298;0,2408;-0,3218;0,463
0,5110;0,6665;-0,2597;-0,3385;0,791
0,6730;-0,0203;0,0646;0,4162;0,422
0,9860;0,1819;-0,3391;0,1124;0,401
1,0960;-0,4054;0,4329;0,1529;0,612
1,2900;-1,1499;0,5138;0,1110;1,264
1,4810;0,2615;0,3313;-0,6295;0,758
1,6630;0,6639;-0,3003;0,2330;0,765
2,0280;0,4631;0,4117;0,0748;0,624
2,2110;0,1002;-0,1962;0,0682;0,231
2,3920;0,2056;0,1143;0,0545;0,241
2,5730;-0,2513;0,4384;-0,2665;0,571
2,7580;-0,1178;-0,0561;-0,0445;0,138
2,9400;0,3001;-0,3439;0,1444;0,479
3,1200;0,5213;0,1534;0,1024;0,553
3,3020;-0,3867;0,0643;-0,1546;0,421
3,4830;0,5000;-0,0107;0,1833;0,533
3,8500;0,0646;0,2309;-0,0072;0,240
4,0290;-0,3293;-0,2707;0,1601;0,455
4,2120;-0,5595;-0,6303;0,1753;0,861
4,3940;0,3804;-0,3593;-0,3351;0,621
4,5760;0,8949;0,3874;-0,0977;0,980
4,7600;0,0181;0,6309;-0,0048;0,631
4,9410;0,0052;-0,0887;0,2383;0,254
5,1220;0,2137;0,1494;-0,0944;0,277
5,3030;0,0719;-0,5363;0,3325;0,635
5,6680;0,2362;-0,0747;-0,1115;0,272
5,8500;0,0983;0,1085;-0,5147;0,535
6,0320;-0,1644;0,4199;-0,5229;0,691
6,2140;0,1110;0,0614;0,0848;0,153
6,3960;-0,0518;-0,2781;0,5775;0,643
6,5780;-0,4367;-0,1483;-0,1493;0,485
6,7600;0,5623;0,1286;-0,2618;0,633
6,9420;-0,2885;-0,3474;0,4561;0,642
7,1240;0,6454;0,1968;-0,0567;0,677
7,4960;-0,4673;0,1615;0,3915;0,631
7,6700;0,4205;-0,1134;-0,3853;0,581
7,8520;0,1737;0,1773;-0,3913;0,463
8,0340;-0,1127;-0,3501;0,5819;0,688
8,2160;-0,0065;-0,4730;-0,2148;0,520
8,3980;-0,1357;0,0955;-0,2034;0,263
8,5800;-0,5099;0,1580;0,2570;0,592
8,7620;-0,1275;-0,1271;0,2557;0,313
8,9440;0,3435;0,0161;-0,4133;0,538
9,3080;0,6135;0,2676;-0,5632;0,875
9,4890;-0,6527;-0,6703;1,0893;1,436
9,6720;-0,8017;-0,2010;1,0726;1,354
