time;ax;ay;az;aT
0,1580;-0,2915;-0,0350;-0,0837;0,305
0,3590;0,1173;0,1202;0,0379;0,172
0,5600;-0,2808;0,0733;0,1517;0,327
0,7620;-0,0275;-0,0952;-0,0365;0,106
0,9660;-0,1763;0,0266;0,0788;0,195
1,1650;-0,0937;-0,1358;0,0838;0,185
1,3660;-0,0072;-0,0681;-0,0552;0,088
1,5680;-0,1172;0,0221;-0,0507;0,130
1,7690;-0,0549;0,0784;0,0974;0,137
1,9890;-0,0319;0,0609;-0,0550;0,088
2,1770;-0,0692;0,0208;0,0185;0,075
2,3730;-0,0791;-0,0479;0,0379;0,100
2,5760;-0,0241;0,0862;-0,0131;0,090
2,7760;-0,0107;0,0042;-0,0296;0,032
2,9770;0,0381;0,0068;0,0279;0,048
3,1790;-0,0361;-0,0110;-0,0699;0,079
3,3860;-0,0750;-0,0139;0,0577;0,096
3,5870;0,0180;0,0079;-0,0243;0,031
3,7890;0,0031;-0,0172;0,0276;0,033
3,9880;0,0348;0,0742;-0,0068;0,082
4,1870;0,0490;-0,0382;0,0142;0,064
4,3890;-0,0675;-0,0292;-0,0677;0,100
4,5920;0,0529;0,0353;0,0012;0,064
4,7900;-0,0544;-0,0486;0,0606;0,095
4,9910;0,0110;0,0263;-0,0034;0,029
5,1930;-0,0919;-0,0195;-0,0401;0,102
5,3950;0,1069;0,0337;0,0035;0,112
5,5950;0,0257;0,0022;0,0366;0,045
5,7970;-0,0603;-0,0577;-0,0257;0,087
5,9980;0,0957;-0,0436;0,0616;0,122
6,2000;-0,0141;0,1194;-0,1308;0,178
6,4010;-0,1233;0,0988;0,1489;0,217
6,6030;-0,2776;0,3854;-0,0768;0,481
6,8060;-0,3021;0,1903;-0,0032;0,357
7,0070;-0,4895;-0,1556;0,1337;0,531
7,2070;-0,0484;0,2241;-0,0036;0,229
7,4080;0,2047;-0,1989;-0,1801;0,337
7,6100;0,8335;1,1395;-0,4210;1,473
7,8110;-0,8929;2,9918;0,0292;3,122
8,0130;0,3755;0,9723;1,4173;1,759
8,2140;0,4062;-1,5404;0,6860;1,734
8,4150;-0,0285;-2,9777;-0,7862;3,080
8,6170;-0,9756;-0,2247;-0,3119;1,049
8,8180;-0,4554;0,8981;-0,8782;1,336
9,0210;-0,8264;2,2947;0,5599;2,502
9,2220;1,9150;-2,5626;2,9808;4,373
9,4240;-0,0494;-1,1284;-0,5809;1,270
9,6260;0,6809;-0,8144;-1,0730;1,509
9,8280;0,5264;0,3305;0,0166;0,622
10,0270;0,3491;1,5142;-0,7271;1,716
10,2280;-1,1008;2,7982;-0,3141;3,023
10,4300;-1,0481;0,7744;2,5551;2,868
10,6310;0,6627;-1,8294;0,4716;2,002
10,8320;0,3197;-1,9558;-1,1692;2,301
11,0330;0,3712;-0,0907;-0,2317;0,447
11,2350;-0,1482;0,2984;-0,2867;0,440
11,4370;-0,3373;0,9225;-0,3513;1,043
11,6390;0,2006;2,2230;-0,4545;2,278
11,8410;-0,3668;2,4029;1,9082;3,090
12,0420;0,7634;-1,4639;1,1911;2,036
12,2420;0,3738;-1,4807;-1,7879;2,351
12,4450;0,5598;-0,7361;-0,0808;0,928
12,6460;0,3593;0,1654;-0,0611;0,400
12,8470;0,2187;0,9259;-1,2565;1,576
13,0480;0,0636;2,7884;1,9056;3,378
13,2500;-0,1732;-1,7054;1,2034;2,094
13,4510;0,1323;-2,6700;-0,5071;2,721
13,6530;0,2717;-0,5073;-1,1797;1,313
13,8540;0,0012;1,0708;-0,6611;1,258
14,0560;-0,1140;1,7659;-0,6512;1,886
14,2560;-0,1813;2,1212;2,1662;3,037
14,4580;0,6583;-2,0234;0,9234;2,320
14,6610;1,0905;-1,5265;-1,2439;2,251
14,8620;-0,2343;-0,3815;-0,7957;0,913
15,0620;-0,5574;0,8048;-0,9087;1,336
15,2640;-0,1774;2,6282;0,9343;2,795
15,4650;0,0776;-0,7866;1,8877;2,047
15,6670;0,5365;-2,3732;-0,1897;2,440
15,8680;-0,2086;0,6602;-2,3802;2,479
16,0710;-0,3581;2,1112;-0,7128;2,257
16,2730;-0,5598;0,7049;1,9067;2,109
16,4740;1,5446;-2,9974;1,0516;3,532
16,6740;0,1079;-0,6100;-2,0919;2,182
16,8760;0,3987;1,4201;-0,3579;1,518
17,0760;-0,6035;1,3807;1,9141;2,436
17,2780;-0,2067;-1,5415;-0,1721;1,565
17,4790;0,0377;-0,4570;-1,8809;1,936
17,6810;-2,0464;1,7823;1,2067;2,970
17,8830;1,0918;-0,8174;1,3601;1,926
18,0840;0,5061;-1,1036;-0,3761;1,271
18,2860;0,3058;0,6116;-1,3844;1,544
18,4880;0,2382;1,4407;1,0984;1,827
18,6880;-0,1270;-0,8086;2,4495;2,583
18,8890;-0,3106;-2,0162;-2,3652;3,123
19,0910;0,0766;2,0138;-0,4429;2,063
