time;ax;ay;az;aT
0,0520;-0,0882;-0,0595;-0,1244;0,164
0,2540;0,0953;-0,0424;0,1057;0,149
0,4530;0,0479;-0,1596;0,0124;0,167
0,6530;-0,0493;-0,1056;0,1994;0,231
0,8540;-0,0363;-0,1842;-0,0030;0,188
1,0550;0,3574;0,1755;-0,0228;0,399
1,2570;0,1128;-0,1467;0,1769;0,256
1,4580;0,0743;-0,0945;-0,0231;0,122
1,6600;-0,0548;-0,1472;0,1567;0,222
1,8700;0,1890;0,2580;-0,2315;0,395
2,0720;-0,0576;-0,3367;0,3898;0,518
2,2730;-0,0618;-0,2762;0,0164;0,283
2,4750;0,2530;-0,0764;0,0934;0,280
2,6690;-0,1476;-0,1996;0,0470;0,253
2,8700;0,1749;-0,1149;0,0316;0,212
3,0720;0,0221;-0,1169;-0,0195;0,121
3,2720;0,0198;-0,0252;0,0332;0,046
3,4730;-0,1275;-0,1241;0,0311;0,181
3,6750;0,0278;-0,0073;0,0288;0,041
3,8750;-0,6014;0,4908;0,2301;0,810
4,0780;-0,6091;0,6958;-1,0296;1,384
4,2790;0,8625;1,2895;-1,0248;1,859
4,4820;3,0634;3,9262;0,2293;4,985
4,6830;-3,5798;0,0220;2,6659;4,463
4,8830;-2,5774;-2,3131;-1,3158;3,705
5,0850;-2,2480;-0,5840;2,1602;3,172
5,2860;2,9241;0,1126;-2,5543;3,884
5,4870;0,3806;-1,4325;0,4363;1,545
5,6890;-0,2500;0,3080;-0,4751;0,619
5,8900;0,9667;0,8789;1,0192;1,657
6,0930;-1,3554;-1,6640;0,4985;2,203
6,2930;0,0436;-0,7287;1,9696;2,101
6,4950;2,7083;-0,9641;-1,5469;3,265
6,6950;-0,0798;-0,2358;-0,7311;0,772
6,8980;-1,3102;0,1979;3,4770;3,721
7,1000;-0,1950;-1,7913;-3,7215;4,135
7,2990;1,7563;0,7741;1,1425;2,234
7,5020;3,0803;0,0260;-0,2561;3,091
7,7040;-0,8088;-0,1650;-1,2389;1,489
7,9050;0,8842;0,0555;4,0138;4,110
8,1060;-1,3498;-1,8143;-1,8094;2,896
8,3080;-0,8075;0,1602;0,8768;1,203
8,5080;2,4236;-0,4706;0,6109;2,543
8,7100;-0,6337;-0,6610;-2,7414;2,890
8,9110;0,7972;0,9537;0,4072;1,308
9,1130;0,2065;0,0094;2,9150;2,922
9,3140;-1,2994;-0,5198;-2,7543;3,089
9,5150;1,0808;0,2240;1,7243;2,047
9,7180;1,4249;-0,6668;-0,3125;1,604
9,9200;-1,3429;0,0203;-1,4208;1,955
10,1220;1,5976;0,6957;3,4021;3,822
10,3210;-1,9801;-1,4998;-2,3507;3,420
10,5240;0,7652;0,7496;0,9380;1,424
10,7240;2,2617;-0,3005;-0,3158;2,303
10,9260;-0,8250;0,6443;-3,3466;3,506
